----------------------------------------------------------------------------------------------------------------------------------
Balance measurements (lift/drag) of Model I, inboard-up configuration (dF = +10 deg), AoA sweep, J sweep, Re_D = 640,000

File created: 25 June 2018 by T Sinnige, Delft University of Technology (T.Sinnige@tudelft.nl)
File contents: System lift and drag coefficient (including propeller forces), including wind-tunnel conditions.
Measured: December 2017 at Low-Turbulence Tunnel, Delft University of Technology
Remarks: 1) A description of the experimental setup and data is given in the paper:
	    Sinnige, T., van Arnhem, N., Stokkermans, T. C. A., Eitelberg, G., Veldhuis, L. L. M., ``Wingtip-Mounted 
	    Propellers: Aerodynamic Analysis of Interaction Effects and Comparison with Conventional Layout,''
	    Journal of Aircraft, 2018.
	    Please cite this paper when using the data presented in this file. (doi will be available later)
	 2) CAD models of Model I are attached as Supplemental Data S2.
	 3) As explained in the paper, the inboard-up configuration corresponds to the case with flap setting of +10 deg, the 
	    outboard-up configuration to the case with flap setting of -10 deg. The results for the outboard-up configuration
	    were obtained by flipping the measurement data following Eq. 1 of the paper: AoA_shown = -AoA_meas, 
	    CL_shown = -CL_meas, CD_shown(CL_shown) = CD(-CL_shown).
	 4) Angle-of-attack sweeps were performed at each propeller operating condition considered: prop-off, 
	    J = [1.0,0.9,0.8,0.7]. To avoid hysteresis effects, the sweeps were started at 0 deg, then the AoA was increased up to 
	    +20 deg, then returned to 0 deg, decreased up to -20 deg, and then returned to 0 deg. The repeat measurements at 0 deg 
	    were averaged, and the data are presented in this file in sorted order (negative to positive angle of attack).
	 5) The wind-tunnel fan RPM was adjusted at nonzero angle of attack to correct for the associated drop in freestream 
	    velocity. The correction procedure used for this purpose was not always accurate at the highest angles considered, 
	    leading to slight offsets from the desired value of 40.00 m/s. The impact on the data was verified to be negligible.
	 6) The balance measurements were performed in parallel with the pressure measurements. Consequently, two repeat 
	    measurements were available (one full polar for each measurement with an individual row of pressure taps opened). The 
	    data presented in this file were averaged over the two polars.
	 7) The data were written to this output file after processing and plotting had completed. Checks have been made to 
	    prevent errors; however, since we haven't worked with the files ourselves, the possibility of errors cannot be fully
	    excluded. In case of problems, please contact T. Sinnige at the abovementioned email address.
----------------------------------------------------------------------------------------------------------------------------------
polar,run,config,AoA,Vinf,rhoInf,Tinf,Pinf,n,J=Vinf/nD,CL,CD
1,22,inboard-up,0.00,39.99,1.2190,287.61,100645.8,0.00,Inf,0.1704,0.0232
1,23,inboard-up,2.00,39.98,1.2195,287.51,100645.7,0.00,Inf,0.2799,0.0304
1,24,inboard-up,4.00,39.98,1.2195,287.51,100646.1,0.00,Inf,0.3879,0.0408
1,25,inboard-up,6.00,39.98,1.2195,287.51,100646.1,0.00,Inf,0.4929,0.0544
1,26,inboard-up,8.00,39.97,1.2195,287.51,100647.1,0.00,Inf,0.5914,0.0694
1,27,inboard-up,10.00,39.97,1.2195,287.51,100646.6,0.00,Inf,0.6933,0.0875
1,28,inboard-up,11.00,39.96,1.2195,287.51,100647.4,0.00,Inf,0.7442,0.0977
1,29,inboard-up,12.00,39.96,1.2195,287.51,100647.6,0.00,Inf,0.7908,0.1079
1,30,inboard-up,13.00,39.95,1.2195,287.51,100647.4,0.00,Inf,0.8350,0.1184
1,31,inboard-up,14.00,39.96,1.2195,287.51,100647.8,0.00,Inf,0.8742,0.1292
1,32,inboard-up,14.50,39.95,1.2195,287.51,100649.0,0.00,Inf,0.8912,0.1349
1,33,inboard-up,15.00,39.95,1.2194,287.53,100648.5,0.00,Inf,0.9053,0.1407
1,34,inboard-up,15.50,39.93,1.2194,287.52,100649.3,0.00,Inf,0.9155,0.1529
1,35,inboard-up,16.00,39.93,1.2194,287.53,100651.3,0.00,Inf,0.9062,0.1785
1,36,inboard-up,16.50,39.91,1.2194,287.54,100651.9,0.00,Inf,0.8486,0.2117
1,37,inboard-up,17.00,39.91,1.2194,287.54,100653.0,0.00,Inf,0.7997,0.2251
1,38,inboard-up,17.50,39.86,1.2194,287.55,100655.6,0.00,Inf,0.6378,0.2664
1,39,inboard-up,18.00,39.85,1.2194,287.55,100655.8,0.00,Inf,0.6173,0.2717
1,40,inboard-up,18.50,39.85,1.2194,287.56,100656.9,0.00,Inf,0.6034,0.2763
1,41,inboard-up,19.00,39.85,1.2193,287.57,100656.8,0.00,Inf,0.5950,0.2822
1,42,inboard-up,19.50,39.84,1.2194,287.57,100657.6,0.00,Inf,0.5906,0.2881
1,43,inboard-up,20.00,39.84,1.2193,287.58,100656.9,0.00,Inf,0.5907,0.2955
2,1,inboard-up,-20.00,39.98,1.2293,290.37,102462.7,169.50,0.9953,-0.5157,0.1606
2,2,inboard-up,-19.50,39.98,1.2293,290.36,102460.5,169.50,0.9952,-0.5103,0.1544
2,3,inboard-up,-19.00,39.99,1.2294,290.36,102462.5,169.50,0.9954,-0.5062,0.1476
2,4,inboard-up,-18.50,39.98,1.2294,290.35,102462.5,169.50,0.9952,-0.5100,0.1428
2,5,inboard-up,-18.00,39.99,1.2294,290.35,102461.2,169.50,0.9954,-0.5313,0.1383
2,6,inboard-up,-17.50,40.00,1.2293,290.35,102459.1,169.51,0.9956,-0.7107,0.0592
2,7,inboard-up,-17.00,40.01,1.2294,290.35,102459.3,169.50,0.9959,-0.6992,0.0520
2,8,inboard-up,-16.50,39.99,1.2293,290.35,102456.2,169.50,0.9956,-0.6833,0.0454
2,9,inboard-up,-16.00,39.99,1.2293,290.35,102458.2,169.50,0.9956,-0.6649,0.0398
2,10,inboard-up,-15.50,40.00,1.2294,290.35,102460.0,169.50,0.9958,-0.6459,0.0350
2,11,inboard-up,-15.00,39.99,1.2293,290.35,102458.5,169.50,0.9955,-0.6285,0.0310
2,12,inboard-up,-14.50,39.99,1.2293,290.35,102457.8,169.50,0.9954,-0.6119,0.0276
2,13,inboard-up,-14.00,40.00,1.2293,290.36,102461.4,169.50,0.9957,-0.5937,0.0244
2,14,inboard-up,-13.00,40.00,1.2293,290.36,102461.3,169.50,0.9958,-0.5499,0.0187
2,15,inboard-up,-12.00,39.99,1.2293,290.37,102461.0,169.50,0.9955,-0.5012,0.0137
2,16,inboard-up,-11.00,40.00,1.2294,290.36,102463.6,169.50,0.9957,-0.4478,0.0093
2,17,inboard-up,-10.00,40.00,1.2293,290.36,102460.4,169.50,0.9958,-0.3932,0.0055
2,18,inboard-up,-8.00,40.00,1.2293,290.36,102460.1,169.50,0.9957,-0.2834,-0.0006
2,19,inboard-up,-6.00,39.99,1.2294,290.34,102460.1,169.50,0.9955,-0.1715,-0.0038
2,20,inboard-up,-4.00,39.99,1.2294,290.33,102462.0,169.51,0.9955,-0.0588,-0.0038
2,21,inboard-up,-2.00,39.99,1.2295,290.31,102463.3,169.50,0.9955,0.0539,-0.0017
2,22,inboard-up,0.00,39.99,1.2296,290.30,102462.2,169.50,0.9955,0.1672,0.0018
2,23,inboard-up,2.00,39.99,1.2298,290.25,102465.4,169.50,0.9954,0.2804,0.0077
2,24,inboard-up,4.00,39.99,1.2298,290.25,102463.4,169.50,0.9955,0.3959,0.0152
2,25,inboard-up,6.00,40.00,1.2298,290.26,102466.7,169.50,0.9958,0.5108,0.0260
2,26,inboard-up,8.00,40.00,1.2298,290.25,102464.7,169.50,0.9956,0.6193,0.0382
2,27,inboard-up,10.00,40.01,1.2299,290.25,102468.8,169.51,0.9959,0.7305,0.0520
2,28,inboard-up,11.00,40.00,1.2299,290.25,102468.3,169.49,0.9959,0.7859,0.0596
2,29,inboard-up,12.00,40.01,1.2299,290.25,102465.6,169.50,0.9959,0.8390,0.0674
2,30,inboard-up,13.00,40.01,1.2298,290.25,102463.7,169.50,0.9960,0.8903,0.0757
2,31,inboard-up,14.00,40.02,1.2298,290.26,102463.6,169.50,0.9963,0.9356,0.0844
2,32,inboard-up,14.51,40.02,1.2298,290.26,102466.3,169.51,0.9962,0.9552,0.0890
2,33,inboard-up,15.00,40.01,1.2298,290.25,102466.4,169.50,0.9961,0.9704,0.0937
2,34,inboard-up,15.50,40.02,1.2298,290.25,102464.7,169.50,0.9961,0.9771,0.0990
2,35,inboard-up,16.00,40.01,1.2298,290.26,102468.6,169.50,0.9961,0.9756,0.1046
2,36,inboard-up,16.50,40.01,1.2298,290.26,102468.3,169.50,0.9959,0.9717,0.1111
2,37,inboard-up,17.00,40.02,1.2298,290.26,102465.2,169.50,0.9961,0.8490,0.1616
2,38,inboard-up,17.50,40.03,1.2298,290.26,102467.3,169.50,0.9965,0.8331,0.1705
2,39,inboard-up,18.00,39.98,1.2299,290.26,102470.5,169.50,0.9952,0.6773,0.2057
2,40,inboard-up,18.50,39.99,1.2299,290.26,102471.6,169.50,0.9954,0.6693,0.2100
2,41,inboard-up,19.00,39.98,1.2299,290.26,102473.8,169.50,0.9954,0.6634,0.2140
2,42,inboard-up,19.50,39.99,1.2299,290.27,102476.3,169.50,0.9954,0.6584,0.2209
2,43,inboard-up,20.00,39.98,1.2298,290.28,102475.9,169.50,0.9951,0.6605,0.2273
3,1,inboard-up,-20.00,39.98,1.2287,290.51,102459.4,188.30,0.8959,-0.5416,0.1038
3,2,inboard-up,-19.50,39.98,1.2286,290.51,102457.6,188.31,0.8958,-0.5374,0.0974
3,3,inboard-up,-19.00,39.98,1.2286,290.51,102453.3,188.30,0.8960,-0.5333,0.0911
3,4,inboard-up,-18.50,39.98,1.2286,290.51,102455.6,188.31,0.8958,-0.5262,0.0841
3,5,inboard-up,-18.00,39.98,1.2287,290.50,102457.1,188.30,0.8959,-0.5682,0.0807
3,6,inboard-up,-17.50,39.99,1.2286,290.50,102451.9,188.30,0.8960,-0.7358,0.0010
3,7,inboard-up,-17.00,40.00,1.2286,290.51,102450.0,188.30,0.8963,-0.7243,-0.0070
3,8,inboard-up,-16.50,40.00,1.2285,290.51,102447.3,188.30,0.8963,-0.7076,-0.0139
3,9,inboard-up,-16.00,39.98,1.2286,290.51,102449.8,188.30,0.8959,-0.6893,-0.0200
3,10,inboard-up,-15.50,39.99,1.2286,290.51,102455.0,188.30,0.8961,-0.6686,-0.0257
3,11,inboard-up,-15.00,39.99,1.2286,290.51,102449.9,188.30,0.8962,-0.6495,-0.0303
3,12,inboard-up,-14.50,39.99,1.2285,290.51,102448.3,188.30,0.8960,-0.6308,-0.0343
3,13,inboard-up,-14.00,39.99,1.2285,290.52,102448.6,188.30,0.8961,-0.6119,-0.0379
3,14,inboard-up,-13.00,39.99,1.2285,290.53,102448.6,188.30,0.8961,-0.5656,-0.0448
3,15,inboard-up,-12.00,39.99,1.2284,290.53,102447.6,188.30,0.8961,-0.5131,-0.0507
3,16,inboard-up,-11.00,39.99,1.2284,290.53,102449.0,188.30,0.8960,-0.4567,-0.0561
3,17,inboard-up,-10.00,39.99,1.2284,290.54,102447.4,188.30,0.8962,-0.3988,-0.0609
3,18,inboard-up,-8.00,39.99,1.2284,290.54,102449.5,188.29,0.8962,-0.2822,-0.0689
3,19,inboard-up,-6.00,39.99,1.2285,290.52,102447.4,188.30,0.8961,-0.1641,-0.0731
3,20,inboard-up,-4.00,39.98,1.2285,290.51,102448.4,188.30,0.8958,-0.0447,-0.0738
3,21,inboard-up,-2.00,39.98,1.2285,290.50,102447.4,188.30,0.8960,0.0743,-0.0721
3,22,inboard-up,0.00,39.99,1.2286,290.50,102450.3,188.30,0.8960,0.1928,-0.0688
3,23,inboard-up,2.00,39.99,1.2285,290.51,102448.7,188.30,0.8961,0.3133,-0.0632
3,24,inboard-up,4.00,39.99,1.2286,290.50,102447.8,188.31,0.8960,0.4363,-0.0562
3,25,inboard-up,6.00,40.00,1.2286,290.49,102449.4,188.31,0.8962,0.5596,-0.0455
3,26,inboard-up,8.01,40.00,1.2287,290.47,102447.7,188.29,0.8963,0.6746,-0.0325
3,27,inboard-up,10.00,40.00,1.2287,290.47,102447.6,188.30,0.8963,0.7918,-0.0164
3,28,inboard-up,11.00,39.99,1.2287,290.47,102446.7,188.31,0.8961,0.8487,-0.0074
3,29,inboard-up,12.00,40.00,1.2288,290.46,102449.2,188.30,0.8964,0.9024,0.0019
3,30,inboard-up,13.00,40.00,1.2288,290.46,102451.5,188.30,0.8964,0.9541,0.0121
3,31,inboard-up,14.00,40.01,1.2288,290.45,102451.0,188.30,0.8965,0.9973,0.0225
3,32,inboard-up,14.51,40.00,1.2288,290.45,102450.7,188.30,0.8964,1.0137,0.0279
3,33,inboard-up,15.00,40.00,1.2288,290.45,102454.8,188.30,0.8963,1.0228,0.0334
3,34,inboard-up,15.50,39.99,1.2288,290.46,102455.8,188.30,0.8961,1.0243,0.0398
3,35,inboard-up,16.00,39.99,1.2288,290.45,102454.3,188.31,0.8960,1.0188,0.0466
3,36,inboard-up,16.50,39.98,1.2288,290.45,102452.6,188.30,0.8959,1.0140,0.0543
3,37,inboard-up,17.00,40.06,1.2288,290.45,102450.9,188.31,0.8977,1.0051,0.0646
3,38,inboard-up,17.50,39.98,1.2289,290.45,102455.9,188.28,0.8959,0.7378,0.1430
3,39,inboard-up,18.00,39.98,1.2289,290.46,102457.9,188.31,0.8958,0.7213,0.1492
3,40,inboard-up,18.50,39.98,1.2289,290.45,102459.6,188.31,0.8957,0.7130,0.1526
3,41,inboard-up,19.00,39.98,1.2289,290.46,102460.2,188.31,0.8958,0.7108,0.1575
3,42,inboard-up,19.50,39.98,1.2289,290.45,102460.0,188.31,0.8958,0.7095,0.1630
3,43,inboard-up,20.00,39.97,1.2289,290.46,102458.0,188.30,0.8956,0.7091,0.1710
4,1,inboard-up,-20.00,39.97,1.2286,290.52,102453.9,211.91,0.7958,-0.5846,0.0165
4,2,inboard-up,-19.50,39.98,1.2286,290.51,102454.2,211.89,0.7961,-0.5733,0.0088
4,3,inboard-up,-19.00,39.98,1.2286,290.50,102453.9,211.89,0.7961,-0.5670,0.0023
4,4,inboard-up,-18.50,39.97,1.2286,290.50,102452.8,211.90,0.7959,-0.5732,-0.0041
4,5,inboard-up,-18.00,39.98,1.2287,290.50,102454.5,211.89,0.7961,-0.6142,-0.0072
4,6,inboard-up,-17.50,39.94,1.2286,290.50,102449.5,211.89,0.7954,-0.7188,-0.0509
4,7,inboard-up,-17.00,39.98,1.2286,290.50,102447.1,211.90,0.7961,-0.7595,-0.0962
4,8,inboard-up,-16.50,39.98,1.2286,290.50,102446.4,211.89,0.7961,-0.7422,-0.1039
4,9,inboard-up,-16.00,39.99,1.2285,290.50,102445.5,211.90,0.7962,-0.7214,-0.1109
4,10,inboard-up,-15.50,39.97,1.2285,290.51,102447.9,211.90,0.7959,-0.6997,-0.1173
4,11,inboard-up,-15.00,39.98,1.2285,290.51,102446.3,211.90,0.7960,-0.6782,-0.1228
4,12,inboard-up,-14.50,39.98,1.2285,290.51,102446.2,211.90,0.7960,-0.6576,-0.1274
4,13,inboard-up,-14.00,39.98,1.2285,290.52,102447.4,211.90,0.7962,-0.6366,-0.1318
4,14,inboard-up,-13.00,39.98,1.2285,290.52,102447.3,211.89,0.7960,-0.5870,-0.1400
4,15,inboard-up,-12.00,39.98,1.2284,290.53,102447.0,211.91,0.7961,-0.5297,-0.1474
4,16,inboard-up,-11.00,39.98,1.2284,290.54,102447.3,211.90,0.7961,-0.4685,-0.1544
4,17,inboard-up,-10.00,39.98,1.2284,290.54,102445.6,211.90,0.7961,-0.4063,-0.1607
4,18,inboard-up,-8.00,39.98,1.2284,290.54,102446.7,211.89,0.7961,-0.2822,-0.1707
4,19,inboard-up,-6.00,39.98,1.2284,290.52,102444.3,211.90,0.7960,-0.1551,-0.1766
4,20,inboard-up,-4.00,39.97,1.2285,290.51,102446.0,211.90,0.7959,-0.0263,-0.1791
4,21,inboard-up,-2.00,39.98,1.2285,290.50,102444.5,211.91,0.7961,0.1000,-0.1785
4,22,inboard-up,0.00,39.98,1.2285,290.50,102446.1,211.90,0.7961,0.2279,-0.1761
4,23,inboard-up,2.00,39.98,1.2285,290.50,102444.7,211.90,0.7962,0.3569,-0.1702
4,24,inboard-up,4.00,39.98,1.2285,290.50,102445.0,211.89,0.7962,0.4878,-0.1621
4,25,inboard-up,6.00,39.99,1.2286,290.50,102445.5,211.90,0.7962,0.6172,-0.1499
4,26,inboard-up,8.00,39.99,1.2286,290.49,102447.0,211.90,0.7963,0.7396,-0.1353
4,27,inboard-up,10.00,39.99,1.2287,290.48,102450.0,211.90,0.7963,0.8633,-0.1165
4,28,inboard-up,11.00,39.99,1.2287,290.48,102449.0,211.90,0.7962,0.9223,-0.1056
4,29,inboard-up,12.00,39.98,1.2287,290.48,102449.5,211.89,0.7962,0.9780,-0.0943
4,30,inboard-up,13.00,39.99,1.2287,290.48,102448.6,211.89,0.7962,1.0308,-0.0821
4,31,inboard-up,14.00,39.98,1.2287,290.47,102448.2,211.90,0.7962,1.0724,-0.0698
4,32,inboard-up,14.51,39.99,1.2287,290.47,102448.8,211.90,0.7962,1.0842,-0.0632
4,33,inboard-up,15.00,39.97,1.2287,290.48,102449.2,211.89,0.7959,1.0902,-0.0557
4,34,inboard-up,15.50,39.97,1.2287,290.48,102448.9,211.90,0.7959,1.0887,-0.0470
4,35,inboard-up,16.00,39.97,1.2287,290.48,102451.6,211.89,0.7959,1.0795,-0.0383
4,36,inboard-up,16.50,39.97,1.2287,290.48,102450.3,211.90,0.7958,1.0751,-0.0293
4,37,inboard-up,17.00,39.97,1.2288,290.48,102455.3,211.89,0.7958,0.8069,0.0553
4,38,inboard-up,17.50,39.96,1.2287,290.48,102452.8,211.90,0.7958,0.7969,0.0607
4,39,inboard-up,18.00,39.96,1.2287,290.48,102455.0,211.89,0.7958,0.7845,0.0645
4,40,inboard-up,18.50,39.97,1.2288,290.48,102457.9,211.89,0.7960,0.7839,0.0706
4,41,inboard-up,19.00,39.96,1.2288,290.47,102459.0,211.89,0.7957,0.7866,0.0770
4,42,inboard-up,19.50,39.97,1.2288,290.47,102458.8,211.90,0.7958,0.7878,0.0837
4,43,inboard-up,20.00,39.96,1.2288,290.48,102458.7,211.89,0.7958,0.7931,0.0912
5,1,inboard-up,-20.00,39.99,1.2292,290.38,102458.1,242.09,0.6970,-0.6559,-0.1058
5,2,inboard-up,-19.50,39.99,1.2293,290.37,102458.3,242.08,0.6970,-0.6451,-0.1138
5,3,inboard-up,-19.00,39.99,1.2292,290.37,102457.6,242.01,0.6972,-0.6373,-0.1216
5,4,inboard-up,-18.50,39.99,1.2292,290.37,102456.9,242.09,0.6970,-0.6377,-0.1283
5,5,inboard-up,-18.00,39.99,1.2292,290.37,102456.1,242.07,0.6971,-0.6787,-0.1343
5,6,inboard-up,-17.50,39.92,1.2293,290.36,102456.9,242.13,0.6957,-0.6887,-0.1472
5,7,inboard-up,-17.00,39.95,1.2293,290.36,102457.0,242.13,0.6961,-0.7183,-0.1594
5,8,inboard-up,-16.50,39.99,1.2292,290.36,102454.2,242.15,0.6968,-0.7881,-0.2304
5,9,inboard-up,-16.00,39.99,1.2292,290.36,102454.3,242.20,0.6967,-0.7657,-0.2381
5,10,inboard-up,-15.50,39.98,1.2292,290.36,102453.2,242.12,0.6968,-0.7418,-0.2451
5,11,inboard-up,-15.00,39.98,1.2292,290.37,102454.8,242.09,0.6968,-0.7174,-0.2514
5,12,inboard-up,-14.50,39.99,1.2292,290.37,102455.0,242.08,0.6971,-0.6933,-0.2563
5,13,inboard-up,-14.00,39.99,1.2292,290.37,102454.3,242.10,0.6969,-0.6704,-0.2610
5,14,inboard-up,-13.00,39.99,1.2291,290.38,102451.9,242.11,0.6969,-0.6162,-0.2701
5,15,inboard-up,-12.00,39.98,1.2292,290.38,102454.3,242.11,0.6968,-0.5540,-0.2783
5,16,inboard-up,-11.00,39.99,1.2292,290.38,102455.9,242.11,0.6969,-0.4879,-0.2854
5,17,inboard-up,-10.00,39.98,1.2291,290.38,102455.0,242.09,0.6969,-0.4218,-0.2918
5,18,inboard-up,-8.00,39.99,1.2292,290.38,102456.7,242.13,0.6969,-0.2861,-0.3022
5,19,inboard-up,-6.00,39.99,1.2292,290.38,102456.0,242.13,0.6968,-0.1477,-0.3085
5,20,inboard-up,-4.00,39.98,1.2292,290.37,102457.6,242.11,0.6967,-0.0091,-0.3117
5,21,inboard-up,-2.00,40.00,1.2293,290.36,102456.3,242.13,0.6970,0.1269,-0.3109
5,22,inboard-up,0.00,39.99,1.2293,290.35,102456.0,242.12,0.6969,0.2657,-0.3091
5,23,inboard-up,2.00,39.98,1.2296,290.29,102461.2,242.07,0.6969,0.4056,-0.3039
5,24,inboard-up,4.00,39.98,1.2297,290.29,102464.5,242.08,0.6968,0.5466,-0.2957
5,25,inboard-up,6.00,39.98,1.2296,290.29,102464.5,242.11,0.6967,0.6850,-0.2836
5,26,inboard-up,8.00,39.97,1.2296,290.30,102463.1,242.07,0.6967,0.8170,-0.2677
5,27,inboard-up,10.00,39.99,1.2296,290.29,102461.2,242.11,0.6970,0.9503,-0.2489
5,28,inboard-up,11.00,39.99,1.2296,290.30,102461.5,242.09,0.6970,1.0134,-0.2381
5,29,inboard-up,12.00,40.00,1.2296,290.30,102461.5,242.08,0.6971,1.0733,-0.2263
5,30,inboard-up,13.00,39.99,1.2296,290.31,102464.0,242.09,0.6969,1.1297,-0.2138
5,31,inboard-up,14.00,39.99,1.2295,290.31,102462.2,242.10,0.6970,1.1728,-0.2000
5,32,inboard-up,14.51,39.99,1.2295,290.31,102461.1,242.15,0.6968,1.1847,-0.1914
5,33,inboard-up,15.00,39.97,1.2295,290.32,102462.6,242.11,0.6966,1.1928,-0.1819
5,34,inboard-up,15.50,39.98,1.2295,290.32,102464.0,242.05,0.6969,1.1863,-0.1705
5,35,inboard-up,16.00,39.96,1.2295,290.32,102464.0,242.18,0.6961,1.1080,-0.1353
5,36,inboard-up,16.50,39.89,1.2296,290.32,102470.2,242.08,0.6953,0.9192,-0.0698
5,37,inboard-up,17.00,39.97,1.2296,290.32,102469.4,242.08,0.6966,0.9001,-0.0619
5,38,inboard-up,17.50,39.96,1.2296,290.32,102468.7,242.09,0.6965,0.8900,-0.0567
5,39,inboard-up,18.00,39.96,1.2296,290.32,102470.2,242.01,0.6967,0.8908,-0.0503
5,40,inboard-up,18.50,39.96,1.2296,290.32,102469.4,242.11,0.6965,0.8948,-0.0426
5,41,inboard-up,19.00,39.96,1.2296,290.32,102468.4,242.09,0.6965,0.9005,-0.0347
5,42,inboard-up,19.50,39.96,1.2296,290.32,102467.6,242.11,0.6965,0.9093,-0.0256
5,43,inboard-up,20.00,39.96,1.2296,290.31,102469.7,242.09,0.6965,0.9183,-0.0160
